"user.key";"datetime";"meter.reading";"diff"
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 15:13:16";85419;19
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 14:13:16";85400;5
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 13:13:13";85395;123
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 12:13:13";85272;79
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 11:13:13";85193;9
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 10:13:13";85184;52
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 09:13:16";85132;179
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 08:13:16";84953;23
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 07:13:16";84930;0
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 06:13:16";84930;10
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 05:13:14";84920;2
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 04:13:14";84918;0
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 03:13:14";84918;1
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 02:13:14";84917;7
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 01:13:23";84910;25
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"21/03/2015 00:13:23";84885;24
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 23:13:23";84861;6
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 22:13:23";84855;10
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 21:13:15";84845;14
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 20:13:15";84831;19
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 19:13:15";84812;6
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 18:13:15";84806;27
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 17:13:17";84779;61
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 16:13:17";84718;35
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 15:13:17";84683;8
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 14:13:17";84675;6
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 13:13:16";84669;19
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 12:13:16";84650;103
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 11:13:16";84547;69
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 10:13:16";84478;56
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 09:13:16";84422;12
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 08:13:16";84410;16
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 07:13:16";84394;1
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 06:13:16";84393;8
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 01:13:16";84385;3
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"20/03/2015 00:13:16";84382;25
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"19/03/2015 23:13:16";84357;23
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"19/03/2015 22:13:16";84334;115
"4f7729cf-f0fc-4333-bea7-4ee4aeaaa246";"19/03/2015 21:13:17";84219;68
